#cb_types.txt;;;;;;;;;;;;;;
rude_boy_setup;영토, 위신, 군사력 감소를 통해 $RECIPIENT$을(를) 봉쇄합니다.;Contain $RECIPIENT$ by reducing their territory, prestige and military.;Confinez $RECIPIENT$ en réduisant son territoire, son prestige et son armée.;Halten Sie $RECIPIENT$ in Schach, indem Sie ihr Territorium, Prestige und Militär reduzieren.;;;;;;;;;;;
conquest;정복;Conquest;Conquête;Annektieren;;;;;;;;;;;
conquest_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;
conquest_desc;하나의 주로 이루어진 [SUB_A7]Y국가[SUB_A7]W를 합병합니다.;Annex a single-state [SUB_A7]Ycountry[SUB_A7]W;Annexer un [SUB_A7]Ypays[SUB_A7]W à un seul État;Annektieren Sie ein Einzelstaat-[SUB_A7]YLand[SUB_A7]W;;;;;;;;;;;
conquest_setup;$RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$;Annexer $RECIPIENT$;$RECIPIENT$ annektieren;;;;;;;;;;;
annex_africa;아프리카 분할;Scramble for Africa;;;;;;;;;;;;;
annex_africa_short;$RECIPIENT$ 할양 요구;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_desc;강대국 간의 회담에서 정한 규칙에 따라 [SUB_A7]Y비문명국[SUB_A7]W에게 주 할양을 요구합니다.;Force an [SUB_A7]Yuncivilized country[SUB_A7]W to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$에게 주 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full;아프리카 분할 - 합병;Scramble for Africa - Annex;;;;;;;;;;;;;
annex_africa_full_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;;;;;;;;;;;;;
annex_africa_full_desc;강대국 간의 회담에서 정한 규칙에 따라 [SUB_A7]Y비문명국[SUB_A7]W에게 보호령화를 요구합니다.;Force an [SUB_A7]Yuncivilized country[SUB_A7]W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
annex_africa_full_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;;
establish_protectorate_casus_belli;보호령 설립;Establish Protectorate;Établir un protectorat;Protektorat gründen;;;;;;;;;;;
establish_protectorate_casus_belli_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 보호령으로 합병합니다.;Annex an [SUB_A7]Yuncivilized country[SUB_A7]W by forcing them to become a protectorate of ours.;Annexez un [SUB_A7]Ypays non civilisé[SUB_A7]W en l'obligeant à devenir l'un de nos protectorats.;Annektieren Sie ein [SUB_A7]Yunzivilisiertes Land[SUB_A7]W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_casus_belli_setup;$RECIPIENT$을(를) 보호령으로 합병합니다.;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;;;;;;;;;;
establish_protectorate_NI_casus_belli;보호령 설립;Establish Protectorate;Établir un protectorat;Protektorat gründen;;;;;;;;;;;
establish_protectorate_NI_casus_belli_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_NI_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 보호령으로 합병합니다.;Annex an [SUB_A7]Yuncivilized country[SUB_A7]W by forcing them to become a protectorate of ours.;Annexez un [SUB_A7]Ypays non civilisé[SUB_A7]W en l'obligeant à devenir l'un de nos protectorats.;Annektieren Sie ein [SUB_A7]Yunzivilisiertes Land[SUB_A7]W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_NI_casus_belli_setup;$RECIPIENT$을(를) 보호령으로 합병합니다.;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;;;;;;;;;;
establish_protectorate_BC_casus_belli;보호령 설립;Establish Protectorate;Établir un protectorat;Protektorat gründen;;;;;;;;;;;
establish_protectorate_BC_casus_belli_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;;;;;;;;;;
establish_protectorate_BC_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 보호령으로 합병합니다.;Annex an [SUB_A7]Yuncivilized country[SUB_A7]W by forcing them to become a protectorate of ours.;Annexez un [SUB_A7]Ypays non civilisé[SUB_A7]W en l'obligeant à devenir l'un de nos protectorats.;Annektieren Sie ein [SUB_A7]Yunzivilisiertes Land[SUB_A7]W, indem Sie es zwingen, eines Ihrer Protektorate zu werden.;;;;;;;;;;;
establish_protectorate_BC_casus_belli_setup;$RECIPIENT$을(를) 보호령으로 합병합니다.;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;;;;;;;;;;
status_quo;현상 유지;Status Quo;;;;;;;;;;;;;
status_quo_short;현상 유지;Status Quo;Statu quo;Status Quo;;;;;;;;;;;
status_quo_desc;한 진영이 [SUB_A7]Y전쟁목표[SUB_A7]W를 달성하는 것을 막으려 전쟁에 개입합니다.;Attempt to intervene in a war, neglecting any side to fulfill their [SUB_A7]Ywargoals[SUB_A7]W;Tenter de participer à une guerre en négligeant les différents camps pour atteindre les [SUB_A7]Yobjectifs de guerre[SUB_A7]W;Versuchen Sie, in einen Krieg zu intervenieren und beiden Seiten die Erreichung ihrer [SUB_A7]YKriegsziele[SUB_A7]W zu verwehren.;;;;;;;;;;;
status_quo_setup;요구사항은 그냥 내버려두는 것입니다.;All we ask is to be left alone;Nous demandons juste à ce qu'on nous laisse tranquilles.;Wir wollen nur in Ruhe gelassen werden.;;;;;;;;;;;
great_war_install_democracy;민주정부 수립;Install Democracy;Installez la démocratie;Verursachen Sie Demokratie;;;;;;;;;;;
great_war_install_democracy_short;$RECIPIENT$에 우호적인 민주정부 수립;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
great_war_install_democracy_desc;적국의 수도에 [SUB_A7]Y우호적인 민주정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the target country's capital;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the target country's capital;;;;;;;;;;;
great_war_install_democracy_setup;$RECIPIENT$에 우호적인 민주정부를 수립합니다.;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
great_war_install_fascism;Install Fascism;Installez le fascisme;Bringen Sie Faschismus an;;;;;;;;;;;
great_war_install_fascism_short;$RECIPIENT$에 우호적인 파쇼정부 수립;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_fascism_desc;적국의 수도에 [SUB_A7]Y우호적인 파쇼정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;;;;;;;;;;;
great_war_install_fascism_setup;$RECIPIENT$에 우호적인 파쇼정부를 수립합니다.;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_communism;Install Communism;Installez le communisme;Bringen Sie Kommunismus an;;;;;;;;;;;
great_war_install_communism_short;$RECIPIENT$에 우호적인 공산정부 수립;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
great_war_install_communism_desc;적국의 수도에 [SUB_A7]Y우호적인 공산정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;;;;;;;;;;;
great_war_install_communism_setup;$RECIPIENT$에 우호적인 공산정부를 수립합니다.;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
install_democracy;민주정부 수립;Install Democracy;Installez la démocratie;Verursachen Sie Demokratie;;;;;;;;;;;
install_democracy_short;$RECIPIENT$에 우호적인 민주정부 수립;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
install_democracy_desc;적국의 수도에 [SUB_A7]Y우호적인 민주정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the target country's capital;Install a [SUB_A7]Yfriendly democracy[SUB_A7]W in the target country's capital;;;;;;;;;;;
install_democracy_setup;$RECIPIENT$에 우호적인 민주정부를 수립합니다.;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;Install a friendly democracy in $RECIPIENT$;;;;;;;;;;;
install_fascism;파쇼정부 수립;Install Fascism;Installez le fascisme;Bringen Sie Faschismus an;;;;;;;;;;;
install_fascism_short;$RECIPIENT$에 우호적인 파쇼정부 수립;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
install_fascism_desc;적국의 수도에 [SUB_A7]Y우호적인 파쇼정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly fascist government[SUB_A7]W in the country's capital;;;;;;;;;;;
install_fascism_setup;$RECIPIENT$에 우호적인 파쇼정부를 수립합니다.;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;Install a fascist government in $RECIPIENT$;;;;;;;;;;;
install_communism;공산정부 수립;Install Communism;Installez le communisme;Bringen Sie Kommunismus an;;;;;;;;;;;
install_communism_short;$RECIPIENT$에 우호적인 공산정부 수립;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
install_communism_desc;적국의 수도에 [SUB_A7]Y우호적인 공산정부[SUB_A7]W를 수립합니다.;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;Install a [SUB_A7]Yfriendly communist government[SUB_A7]W in the country's capital;;;;;;;;;;;
install_communism_setup;$RECIPIENT$에 우호적인 공산정부를 수립합니다.;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;Install a communist government in $RECIPIENT$;;;;;;;;;;;
call_allies_cb;동맹 소집;Call Allies;;;;;;;;;;;;;
call_allies_cb_short;동맹 소집;Call Allies;;;;;;;;;;;;;
call_allies_cb_desc;동맹국들을 소집합니다.;Call Allies;;;;;;;;;;;;;
call_allies_cb_setup;동맹국들을 소집합니다.;Call Allies;;;;;;;;;;;;;
acquire_any_state;주 할양;Acquire State;Prendre territoire clé;Kernprovinz erwerben;;;;;;;;;;;
acquire_any_state_short;$RECIPIENT$ 획득;Acquire $STATE$;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
acquire_any_state_desc;적국에게서 [SUB_A7]Y주[SUB_A7]W를 획득합니다.;Aquire an enemy [SUB_A7]Ystate[SUB_A7]W;Prendre un [SUB_A7]YÉtat[SUB_A7]W ennemi où nous avons des [SUB_A7]Yprovinces principales[SUB_A7]W;Erobern Sie einen feindlichen [SUB_A7]YStaat[SUB_A7]W, in dem wir [SUB_A7]YKernprovinzen[SUB_A7]W haben.;;;;;;;;;;;
acquire_any_state_setup;$RECIPIENT$에게서 $STATE$을(를) 획득합니다.;Acquire $STATE$ from $RECIPIENT$;Prendre État clé $STATE$ de $RECIPIENT$;Kern-$STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
conquest_any;정복;Conquest;;;;;;;;;;;;;
conquest_any_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;;;;;;;;;;;;;
conquest_any_desc;[SUB_A7]Y적국[SUB_A7]W을 합병합니다.;Conquer an [SUB_A7]Yenemy country[SUB_A7]W;;;;;;;;;;;;;
conquest_any_setup;$RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$;;;;;;;;;;;;;
hre_unification;제국의 권위;Imperial Authority;;;;;;;;;;;;;
hre_unification_short;$RECIPIENT$에게서 제국령 해방;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification_desc;적들을 물리치고 우리의 권한 아래 신성 로마 제국를 통합해야 합니다!;We have to beat our ennemies and unify the HRE under our authority !;;;;;;;;;;;;;
hre_unification_setup;$RECIPIENT$에게서 제국령을 해방합니다.;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification2;제국의 권위;Imperial Authority;;;;;;;;;;;;;
hre_unification2_short;$RECIPIENT$에게서 제국령 해방;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
hre_unification2_desc;적들을 물리치고 우리의 권한 아래 신성 로마 제국를 통합해야 합니다!;We have to beat our ennemies and unify the HRE under our authority !;;;;;;;;;;;;;
hre_unification2_setup;$RECIPIENT$에게서 제국령을 해방합니다.;Liberate the Imperial lands from $RECIPIENT$;;;;;;;;;;;;;
annex_india_AI;인도 분할 - 주 요구;Scramble for India - Demand State;;;;;;;;;;;;x
annex_india_AI_desc;강대국간의 회담에서 정한 규칙에 따라 [SUB_A7]Y비문명국[SUB_A7]W에게 주 할양을 요구합니다.;Force an [SUB_A7]Yuncivilized country[SUB_A7]W to secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_AI_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$에게 주 할양을 요구합니다.;Demand that $RECIPIENT$ secede territory according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_AI_short;$STATE$ 요구;Demand $STATE$;;;;;;;;;;;;x
annex_india_full_AI;인도 분할 - 합병;Scramble for India - Annex;;;;;;;;;;;;x
annex_india_full_AI_desc;강대국 간의 회담에서 정한 규칙에 따라 [SUB_A7]Y비문명국[SUB_A7]W에게 보호령화를 요구합니다.;Force an [SUB_A7]Yuncivilized country[SUB_A7]W to become a protectorate according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_full_AI_setup;강대국 간의 회담에서 정한 규칙에 따라 $RECIPIENT$을(를) 합병합니다.;Annex $RECIPIENT$ according to rules set at the Conference of Great Powers;;;;;;;;;;;;x
annex_india_full_AI_short;$RECIPIENT$ 합병;Annex $RECIPIENT$;;;;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$$FIRST_COUNTRY$의 침략전쟁;$ORDER$ War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ háború;$ORDER$$FIRST$-$SECOND$ válka;;;;;;
NORMAL_WAR_DISMANTLE_NAME;$ORDER$$SECOND_COUNTRY$ 식민제국 해체 전쟁;$ORDER$$FIRST$ War to Dismantle the $SECOND$ Empire;Grande Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Größer Krieg;Baza;Base:;Base:;Alap:;Základna:;;;;;;
AGRESSION_WAR_NAME;$ORDER$$FIRST_COUNTRY$의 침략전쟁;$ORDER$War of $FIRST$ Aggression;$ORDER$ Offensive Militaire $FIRST$;$ORDER$ $FIRST$ Angriffskrieg;Wojna $ORDER$$FIRST$-$SECOND$;Guerra $ORDER$$FIRST$-$SECOND$;$ORDER$ Guerra $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ háború;$ORDER$$FIRST$-$SECOND$ válka;;;;;;
NORMAL_WAR_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$-$SECOND$ War;Guerre $ORDER$$FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg;Baza;Base:;Base:;Alap:;Základna:;;;;;;
NORMAL_WAR_NAME_ENG_USA;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$$FIRST$-$SECOND$ War;;;;;;;;;;;;;
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 침략전쟁;$ORDER$$FIRST$ Aggression for $STATE$;$ORDER$$FIRST$ aggression pour $STATE$;$ORDER$$FIRST$ Aggression um $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$STATE$ 해방전쟁;$ORDER$$FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$FIRST$ Liberation of $STATE$;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$$STATE$ 해방전쟁;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$미국-멕시코 전쟁;$ORDER$Mexican-American War;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME;$ORDER$$FIRST_COUNTRY$ 해방전쟁;$ORDER$War of $FIRST$ Liberation;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$미국-멕시코 전쟁;$ORDER$Mexican-American War;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$$STATE$ 해방전쟁;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$$STATE$ 해방전쟁;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ libération de $STATE$;$ORDER$$FIRST$ Befreiung von $STATE$;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;$ORDER$$FIRST$ Civil War;$ORDER$ guerre civile $FIRST$;$ORDER$$FIRST$ Bürgerkrieg;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$태평천국의 난;$ORDER$Taiping Rebellion;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME;$ORDER$$FIRST_COUNTRY$ 내전;$ORDER$$FIRST$ Civil War;$ORDER$ guerre civile $FIRST$;$ORDER$$FIRST$ Bürgerkrieg;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SAT;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_CHO;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_TOS;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_KAG;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SEN;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_YZW;$ORDER$무진 전쟁;$ORDER$Boshin War;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_FSA;$ORDER$미국 내전;$ORDER$American Civil War;$ORDER$ guerre de rébellion;$ORDER$Rebellionskrieg;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$아라비아 지배권 쟁탈전쟁;$ORDER$War of Arabian Domination;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$아라비아 지배권 쟁탈전쟁;$ORDER$War of Arabian Domination;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_QNG_TPG;$ORDER$태평천국의 난;$ORDER$Taiping Rebellion;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$$SECOND_COUNTRY$ 해방전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$$SECOND_COUNTRY$ 해방전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$ $FIRST$ Befreiung von $SECOND_COUNTRY$;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$SECOND$ 질서 회복 전쟁;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$ Wiederherstellung der Ordnung in den $SECOND$ Provinzen;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$라플라타 전쟁;$ORDER$ Platine War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$SECOND$ 질서 회복 전쟁;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$ Wiederherstellung der Ordnung in den $SECOND$ Provinzen;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;$ORDER$보어 전쟁;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;$ORDER$보어 전쟁;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;$ORDER$보어 전쟁;$ORDER$Boer War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;판관시대;Zemene Mesafint;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$라플라타 전쟁;$ORDER$ Platine War;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$ 예속화 전쟁;$ORDER$War of $SECOND$ Subjugation;$ORDER$ guerre de la subjugation $SECOND$;$ORDER$Krieg der $SECOND$ Unterjochung;;;;;;;;;;;
NORMAL_WAR_ADD_SPHERE_NAME;$ORDER$$SECOND_COUNTRY$ 영향권 편입 전쟁;$ORDER$War of $SECOND$ Submission;$ORDER$ guerre de la soumission $SECOND$;$ORDER$Krieg der $SECOND$ Unterwerfung;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제전쟁;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;Der $FIRST$-$SECOND$ Bruderkrieg;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$-$SECOND_COUNTRY$ 형제전쟁;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;Der $FIRST$-$SECOND$ Bruderkrieg;;;;;;;;;;;
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ 영향권 다툼;$ORDER$$FIRST$-$SECOND$ War over $COUNTRY$;$ORDER$ guerre $FIRST$-$SECOND$ pour $COUNTRY$;$ORDER$$FIRST$-$SECOND$ Krieg um $COUNTRY$;;;;;;;;;;;
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ 전쟁;$ORDER$$COUNTRY$ War;$ORDER$ guerre de $COUNTRY$;$ORDER$$COUNTRY$ Krieg;;;;;;;;;;;
AGRESSION_WAR_FREE_NAME;$ORDER$$COUNTRY$ 지원 전쟁;$ORDER$$FIRST$ War of Propping up $COUNTRY$;$ORDER$$FIRST$ guerre de soutien de $COUNTRY$;$ORDER$$FIRST$ Krieg zur Absicherung von $COUNTRY$;;;;;;;;;;;
NORMAL_WAR_FREE_NAME;$ORDER$$COUNTRY$ 해방전쟁;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Freedom;$ORDER$$FIRST$ guerre de la liberté $COUNTRY_ADJ$;$ORDER$$FIRST$ $COUNTRY_ADJ$ Freiheitskrieg;;;;;;;;;;;
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$COUNTRY$ 고토 수복 전쟁;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;;
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$COUNTRY$ 고토 수복 전쟁;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Restoration;;;;;;;;;;;;;
